final_rank,ID,Name,Role,text_similarity_score,skill_match_score,selection_probability,final_match_score,final_recommendation,matched_skills_text,missing_skills_text
3443,rivash0694,laksha verma,ui designer,10.2,0.0,49.69,22.83,Not Recommended,None,None
3444,adamjo453,Adam Jones,Blockchain Developer,8.49,0.0,56.84,22.82,Not Recommended,None,None
3445,ashlro291,Ashley Ross,Mobile App Developer,9.98,0.0,50.57,22.82,Not Recommended,None,None
3446,kevigo562,Kevin Gordon,QA Engineer,6.74,0.0,64.19,22.81,Not Recommended,None,None
3447,andrha407,Andrew Hale,Full Stack Developer,11.98,0.0,42.11,22.81,Not Recommended,None,None
3448,U_178,Lily,UI Designer,8.45,0.0,56.99,22.81,Not Recommended,None,None
3449,terrfe580,Terry Ferguson,Robotics Engineer,11.6,0.0,43.71,22.81,Not Recommended,None,None
3450,kathal945,Kathy Alvarez,UI Engineer,8.19,0.0,58.05,22.8,Not Recommended,None,None
3451,willsh923,William Shaw MD,QA Engineer,6.25,0.0,66.2,22.8,Not Recommended,None,None
3452,mattwi319,Matthew Williams,Mobile App Developer,9.97,0.0,50.55,22.8,Not Recommended,None,None
3453,brenje534,Brent Jenkins,UX Designer,8.44,0.0,56.99,22.8,Not Recommended,None,machine learning
3454,timoke817,Timothy Kennedy,Mobile App Developer,10.32,0.0,49.04,22.79,Not Recommended,None,None
3455,michba918,Michaela Baird,Digital Marketing Specialist,9.61,0.0,52.05,22.79,Not Recommended,None,None
3456,willar467,William Arnold,Digital Marketing Specialist,8.62,0.0,56.16,22.78,Not Recommended,None,None
3457,melijo969,melinda jones,software engineer,11.27,0.0,44.96,22.77,Not Recommended,None,None
3458,martfi963,Martin Figueroa,UX Designer,9.0,0.0,54.52,22.77,Not Recommended,None,None
3459,cameje187,Cameron Jensen,Product Manager,7.27,0.0,61.8,22.77,Not Recommended,None,None
3460,ernesm919,Ernest Smith,AR/VR Developer,9.1,0.0,54.1,22.77,Not Recommended,None,None
3461,jodipe140,Jodi Peck,UX Designer,10.75,0.0,47.16,22.77,Not Recommended,None,data analysis
3462,dwaych452,Dwayne Chavez,Digital Marketing Specialist,10.33,0.0,48.93,22.77,Not Recommended,None,None
3463,bransa267,Brandy Sanchez,Database Administrator,8.59,0.0,56.22,22.76,Not Recommended,None,data analysis
3464,jeanha924,Jeanette Hansen,Cloud Architect,7.47,0.0,60.92,22.76,Not Recommended,None,None
3465,daniri347,Daniel Rios,Blockchain Developer,10.52,0.0,48.11,22.76,Not Recommended,None,None
3466,jeffba173,Jeffrey Bates,Content Writer,9.87,0.0,50.8,22.75,Not Recommended,None,None
3467,mattmo707,Matthew Moreno,System Administrator,8.5,0.0,56.58,22.75,Not Recommended,None,None
3468,philda888,Phillip Davies,Digital Marketing Specialist,10.67,0.0,47.43,22.75,Not Recommended,None,data analysis
3469,denidu512,Denise Dudley,Product Manager,8.7,0.0,55.74,22.75,Not Recommended,None,None
3470,jennng703,Jennifer Nguyen,Blockchain Developer,10.22,0.0,49.31,22.75,Not Recommended,None,data science
3471,britha219,Brittany Harris,Business Analyst,9.27,0.0,53.29,22.74,Not Recommended,None,None
3472,verofl800,Veronica Fleming,Mobile App Developer,9.77,0.0,51.15,22.73,Not Recommended,None,None
3473,jessbe781,Jesse Bennett Jr.,Blockchain Developer,11.22,0.0,45.05,22.73,Not Recommended,None,None
3474,tammde346,Tammy Dennis,Game Developer,5.42,0.0,69.45,22.73,Not Recommended,None,None
3475,KotaSai49,Praneel Khandelwal,Project Manager,10.31,0.0,48.89,22.73,Not Recommended,None,None
3476,ryanma726,Ryan Maxwell,Digital Marketing Specialist,11.42,0.0,44.21,22.73,Not Recommended,None,data analysis
3477,shanmi481,Shannon Michael,Content Writer,10.47,0.0,48.18,22.72,Not Recommended,None,None
3478,jamesm508,James Smith,IT Support Specialist,10.61,0.0,47.57,22.72,Not Recommended,None,data science
3479,elizri132,Elizabeth Richard,Blockchain Developer,8.9,0.0,54.77,22.72,Not Recommended,None,machine learning
3480,barbmc714,Barbara Mcguire,Digital Marketing Specialist,9.07,0.0,54.07,22.72,Not Recommended,None,data science
3481,diansi539,Diana Simmons,Cloud Architect,10.41,0.0,48.4,22.71,Not Recommended,None,None
3482,denndu547,Dennis Duran,Content Writer,10.31,0.0,48.79,22.71,Not Recommended,None,None
3483,elizfi837,Elizabeth Fisher,E-commerce Specialist,10.93,0.0,46.19,22.71,Not Recommended,None,None
3484,laurjo931,Laura Johnson,UI Engineer,8.43,0.0,56.72,22.71,Not Recommended,None,None
3485,mitcli132,Mitchell Livingston,IT Support Specialist,8.26,0.0,57.44,22.71,Not Recommended,None,machine learning
3486,mattje985,Matthew Jenkins,Human Resources Specialist,11.28,0.0,44.7,22.7,Not Recommended,None,None
3487,trevha556,Trevor Harris,Mobile App Developer,9.39,0.0,52.65,22.7,Not Recommended,None,None
3488,josemi674,Jose Miller,Mobile App Developer,10.11,0.0,49.63,22.7,Not Recommended,None,None
3489,rivash0265,aanya shah,product manager,8.83,0.0,55.01,22.7,Not Recommended,None,None
3490,rivash0243,yash verma,data analyst,11.03,0.0,45.73,22.7,Not Recommended,None,None
3491,tamaca386,Tamara Campbell,Digital Marketing Specialist,10.36,0.0,48.56,22.7,Not Recommended,None,None
3492,megasm260,Megan Smith,Digital Marketing Specialist,11.13,0.0,45.29,22.69,Not Recommended,None,None
3493,chripa962,Christopher Pacheco,Human Resources Specialist,12.4,0.0,39.94,22.69,Not Recommended,None,machine learning
3494,kathri814,Kathleen Rivera,Blockchain Developer,10.02,0.0,49.97,22.69,Not Recommended,None,data analysis
3495,stepca745,Stephanie Campos,Digital Marketing Specialist,9.96,0.0,50.22,22.69,Not Recommended,None,machine learning
3496,deboha516,Deborah Harvey,AI Researcher,8.14,0.0,57.87,22.69,Not Recommended,None,None
3497,tracmo674,Tracy Morris,Business Analyst,8.69,0.0,55.55,22.69,Not Recommended,None,None
3498,jonagr325,Jonathan Greene,UX Designer,8.42,0.0,56.68,22.69,Not Recommended,None,None
3499,chaswi235,Chase Williams,Human Resources Specialist,7.74,0.0,59.52,22.68,Not Recommended,None,None
3500,branwh727,Brandon Wheeler,AR/VR Developer,7.6,0.0,60.1,22.68,Not Recommended,None,None
3501,franfe126,Frank Ferguson,Human Resources Specialist,9.68,0.0,51.36,22.68,Not Recommended,None,None
3502,U_175,Lily,Data Analyst,7.04,0.0,62.44,22.67,Not Recommended,None,None
3503,dennel535,Dennis Ellis,Human Resources Specialist,9.72,0.0,51.14,22.67,Not Recommended,None,data science
3504,marysi856,Mary Simmons,Software Engineer,8.4,0.0,56.66,22.66,Not Recommended,None,machine learning
3505,daviwh220,David White,Cybersecurity Analyst,9.19,0.0,53.33,22.66,Not Recommended,None,None
3506,rachlo778,Rachel Lopez,Game Developer,8.84,0.0,54.8,22.65,Not Recommended,None,None
3507,alejha155,Alejandra Harris,Blockchain Developer,8.64,0.0,55.64,22.65,Not Recommended,None,None
3508,autuha815,Autumn Hayden,Blockchain Developer,7.6,0.0,59.97,22.64,Not Recommended,None,None
3509,KotaSai149,Ritul Kumar,Project Manager,9.8,0.0,50.69,22.64,Not Recommended,None,None
3510,richle722,Richard Lee,Data Architect,7.25,0.0,61.43,22.64,Not Recommended,None,None
3511,lindwi866,Linda Williams,Full Stack Developer,9.94,0.0,50.08,22.63,Not Recommended,None,None
3512,lorija386,Lori Jacobs,Content Writer,7.62,0.0,59.86,22.63,Not Recommended,None,None
3513,stevpa170,Steven Pace,Robotics Engineer,9.2,0.0,53.2,22.63,Not Recommended,None,None
3514,melaga162,Melanie Gardner,Mobile App Developer,8.64,0.0,55.56,22.63,Not Recommended,None,None
3515,michst872,Michael Stevens,Digital Marketing Specialist,9.85,0.0,50.46,22.63,Not Recommended,None,None
3516,rivash0786,harini gupta,product manager,12.25,0.0,40.31,22.62,Not Recommended,None,None
3517,royru993,Roy Ruiz,IT Support Specialist,8.76,0.0,55.0,22.62,Not Recommended,None,None
3518,michpe406,Michael Perez,Business Analyst,10.9,0.0,46.02,22.62,Not Recommended,None,None
3519,jamefo201,James Foster,Mobile App Developer,9.71,0.0,51.03,22.62,Not Recommended,None,None
3520,johnsa534,John Saunders,Cloud Architect,8.61,0.0,55.6,22.61,Not Recommended,None,None
3521,nicoca559,Nicole Cantrell,Product Manager,7.39,0.0,60.68,22.59,Not Recommended,None,data analysis
3522,willmo683,William Morgan,Mobile App Developer,9.99,0.0,49.68,22.58,Not Recommended,None,None
3523,audrro798,Audrey Rodriguez,Full Stack Developer,10.72,0.0,46.64,22.58,Not Recommended,None,machine learning
3524,rebewi416,Rebecca Wilcox,Software Engineer,8.25,0.0,57.02,22.58,Not Recommended,None,None
3525,alanwa673,Alan Wall,Game Developer,7.84,0.0,58.72,22.57,Not Recommended,None,machine learning
3526,rivash0524,forum kohli,data analyst,11.5,0.0,43.3,22.57,Not Recommended,None,None
3527,veroca953,Veronica Castro,Blockchain Developer,9.11,0.0,53.38,22.57,Not Recommended,None,None
3528,marcsh693,Marcus Shaw,Data Scientist,7.2,0.0,61.4,22.57,Not Recommended,None,None
3529,danibr838,Daniel Bradshaw,Human Resources Specialist,8.41,0.0,56.31,22.57,Not Recommended,None,None
3530,emilba702,Emily Ballard,Software Engineer,5.21,0.0,69.77,22.57,Not Recommended,None,data science
3531,dannki947,Danny Kim,IT Support Specialist,9.09,0.0,53.41,22.56,Not Recommended,None,None
3532,collro895,Colleen Rodriguez,UX Designer,7.68,0.0,59.3,22.55,Not Recommended,None,None
3533,melvda601,Melvin Davis,Cloud Architect,8.73,0.0,54.9,22.55,Not Recommended,None,None
3534,melima453,Melissa Martinez,Human Resources Specialist,10.0,0.0,49.54,22.55,Not Recommended,None,None
3535,michki203,Michelle King DDS,AR/VR Developer,12.66,0.0,38.3,22.54,Not Recommended,None,None
3536,leslje852,Leslie Jenkins,Data Architect,5.93,0.0,66.63,22.54,Not Recommended,None,None
3537,richbe958,Richard Best,Content Writer,8.66,0.0,55.14,22.54,Not Recommended,None,None
3538,leehu237,Lee Hudson,IT Support Specialist,8.43,0.0,56.12,22.54,Not Recommended,None,None
3539,tonyra960,Tony Ray,Human Resources Specialist,10.24,0.0,48.47,22.53,Not Recommended,None,None
3540,aprimi989,April Mills,AI Researcher,7.43,0.0,60.31,22.53,Not Recommended,None,None
3541,monisi117,Monica Simmons,IT Support Specialist,9.93,0.0,49.77,22.53,Not Recommended,None,None
3542,katide288,Katie Delacruz,Human Resources Specialist,9.96,0.0,49.65,22.53,Not Recommended,None,None
3543,anaha722,Ana Hale,UX Designer,8.19,0.0,57.07,22.52,Not Recommended,None,None
3544,masosh234,Mason Shea,Blockchain Developer,10.24,0.0,48.42,22.52,Not Recommended,None,data analysis
3545,kathga413,Katherine Garcia,Mobile App Developer,11.15,0.0,44.61,22.52,Not Recommended,None,None
3546,jeffde449,Jeffrey Dean,Game Developer,8.33,0.0,56.46,22.52,Not Recommended,None,None
3547,karaco283,Kara Cortez,UX Designer,9.22,0.0,52.68,22.51,Not Recommended,None,None
3548,U_84,Lucas,Software Engineer,6.38,0.0,64.66,22.51,Not Recommended,None,None
3549,U_93,Ella,UI Designer,7.99,0.0,57.87,22.51,Not Recommended,None,None
3550,rivash0462,forum bhatt,data analyst,8.4,0.0,56.11,22.5,Not Recommended,None,None
3551,ambemu546,Amber Munoz,Robotics Engineer,7.97,0.0,57.92,22.5,Not Recommended,None,None
3552,krisbr416,Kristen Brown,Mobile App Developer,9.61,0.0,51.01,22.5,Not Recommended,None,None
3553,heatpa515,Heather Parker,Product Manager,6.03,0.0,66.1,22.5,Not Recommended,None,None
3554,isaaja306,Isaac Jackson,Software Engineer,9.87,0.0,49.92,22.5,Not Recommended,None,None
3555,michji908,Michael Jimenez,AR/VR Developer,10.97,0.0,45.28,22.5,Not Recommended,None,None
3556,aarota442,Aaron Taylor,Blockchain Developer,8.35,0.0,56.33,22.5,Not Recommended,None,None
3557,justsa400,Justin Sanchez,System Administrator,9.66,0.0,50.77,22.49,Not Recommended,None,None
3558,johnwi265,John Williams,AI Researcher,9.6,0.0,51.02,22.49,Not Recommended,None,None
3559,jerero871,Jeremy Rogers,UX Designer,8.7,0.0,54.8,22.49,Not Recommended,None,None
3560,michpa951,Michelle Parker,Human Resources Specialist,9.55,0.0,51.22,22.49,Not Recommended,None,None
3561,lisafr857,lisa freeman,ui engineer,12.3,0.0,39.61,22.48,Not Recommended,None,None
3562,briajo848,Briana Johnson,IT Support Specialist,9.65,0.0,50.76,22.48,Not Recommended,None,None
3563,anthgr609,Anthony Green,Content Writer,8.56,0.0,55.35,22.48,Not Recommended,None,None
3564,rivash0872,kanha ruparel,product manager,10.73,0.0,46.22,22.48,Not Recommended,None,None
3565,samaru749,Samantha Ruiz,UX Designer,8.38,0.0,56.11,22.48,Not Recommended,None,None
3566,billsi544,Billy Singh,DevOps Engineer,8.64,0.0,55.04,22.48,Not Recommended,None,machine learning
3567,elizmo218,Elizabeth Morris,Human Resources Specialist,10.78,0.0,45.97,22.47,Not Recommended,None,None
3568,martay803,Martha Ayers,UI Engineer,7.92,0.0,58.03,22.47,Not Recommended,None,None
3569,connwa110,Connor Warren,IT Support Specialist,11.29,0.0,43.84,22.47,Not Recommended,None,None
3570,faitbl210,Faith Blankenship,UX Designer,10.82,0.0,45.8,22.47,Not Recommended,None,data analysis
3571,jorddr763,Jordan Drake,Robotics Engineer,9.09,0.0,53.05,22.46,Not Recommended,None,None
3572,monist513,Monica Stanton,Game Developer,7.5,0.0,59.74,22.45,Not Recommended,None,None
3573,jacqpe166,Jacqueline Pearson,AI Researcher,9.06,0.0,53.14,22.45,Not Recommended,None,data analysis
3574,markhu638,Mark Hubbard,Content Writer,9.33,0.0,52.03,22.45,Not Recommended,None,None
3575,crysri503,Crystal Riley,Full Stack Developer,10.18,0.0,48.42,22.44,Not Recommended,None,None
3576,jamegr213,James Grant,Content Writer,8.35,0.0,56.1,22.44,Not Recommended,None,machine learning
3577,aaromc336,Aaron Mcintosh,Content Writer,10.08,0.0,48.82,22.44,Not Recommended,None,None
3578,jamida487,Jamie David,UX Designer,9.21,0.0,52.5,22.44,Not Recommended,None,data analysis
3579,beckbu532,Becky Burns,Blockchain Developer,10.27,0.0,48.04,22.44,Not Recommended,None,data science
3580,KotaSai124,Kamna Patel,Project Manager,8.07,0.0,57.28,22.44,Not Recommended,None,None
3581,ianch692,Ian Chung,DevOps Engineer,7.69,0.0,58.84,22.43,Not Recommended,None,None
3582,missbr251,Miss Brittany Meyers,Robotics Engineer,8.49,0.0,55.47,22.43,Not Recommended,None,None
3583,jeffma657,Jeffrey Martinez,Robotics Engineer,8.8,0.0,54.13,22.42,Not Recommended,None,None
3584,daviva594,David Vazquez,IT Support Specialist,8.19,0.0,56.67,22.41,Not Recommended,None,None
3585,krisca918,Kristen Carson,UX Designer,8.93,0.0,53.58,22.41,Not Recommended,None,None
3586,ambegi761,Amber Gibbs,Cloud Architect,7.56,0.0,59.33,22.41,Not Recommended,None,data science
3587,pamelu674,Pamela Lucas,E-commerce Specialist,6.97,0.0,61.83,22.41,Not Recommended,None,None
3588,martcr831,Martha Craig,Blockchain Developer,9.17,0.0,52.54,22.41,Not Recommended,None,None
3589,patrhe114,Patricia Hernandez,Content Writer,9.99,0.0,49.08,22.4,Not Recommended,None,None
3590,rivash0259,wriddhish jain,software engineer,11.49,0.0,42.76,22.4,Not Recommended,None,None
3591,melifo698,Melissa Fox,Database Administrator,7.4,0.0,59.97,22.4,Not Recommended,None,None
3592,valego945,Valerie Gonzalez,Game Developer,13.9,0.0,32.61,22.4,Not Recommended,None,None
3593,martsh646,Martin Sharp,Robotics Engineer,8.13,0.0,56.88,22.4,Not Recommended,None,None
3594,jillto942,Jillian Torres,Product Manager,5.0,0.0,70.02,22.39,Not Recommended,None,None
3595,stevru868,Steven Russell,System Administrator,12.33,0.0,39.19,22.39,Not Recommended,None,None
3596,ashlwi545,Ashley Wise,AI Researcher,6.6,0.0,63.29,22.39,Not Recommended,None,data science
3597,alisma442,Alison Martin,Blockchain Developer,8.97,0.0,53.32,22.39,Not Recommended,None,data science
3598,rivash0574,fanish soni,data analyst,8.45,0.0,55.49,22.38,Not Recommended,None,None
3599,davico668,David Cox,AI Researcher,8.54,0.0,55.09,22.38,Not Recommended,None,None
3600,kathhi276,Katherine Hicks,Robotics Engineer,8.2,0.0,56.54,22.38,Not Recommended,None,None
3601,U_105,James,UI Designer,8.2,0.0,56.54,22.38,Not Recommended,None,None
3602,KotaSai178,Aaditya Agarwal,Project Manager,7.35,0.0,60.08,22.37,Not Recommended,None,None
3603,lisaga385,Lisa Garza,Mobile App Developer,9.86,0.0,49.52,22.37,Not Recommended,None,None
3604,jamefe336,James Ferrell,Digital Marketing Specialist,11.63,0.0,42.06,22.37,Not Recommended,None,data analysis
3605,harima79,Sonia,Data Scientist,6.5,0.0,63.65,22.37,Not Recommended,None,None
3606,laural173,Laura Alexander,Content Writer,9.48,0.0,51.11,22.37,Not Recommended,None,machine learning
3607,danico801,Daniel Conner,Cloud Architect,7.91,0.0,57.69,22.36,Not Recommended,None,None
3608,rivash0348,chirag kumari,product manager,9.25,0.0,52.03,22.36,Not Recommended,None,None
3609,jamecu596,James Curtis,Digital Marketing Specialist,9.08,0.0,52.71,22.35,Not Recommended,None,None
3610,dianoc410,Diane Oconnell,UX Designer,8.35,0.0,55.78,22.35,Not Recommended,None,None
3611,elizsh761,Elizabeth Sharp,Content Writer,8.16,0.0,56.6,22.35,Not Recommended,None,None
3612,clinmi950,Clinton Miller,Data Architect,7.7,0.0,58.49,22.34,Not Recommended,None,None
3613,joseda243,joseph davis,data engineer,12.63,0.0,37.74,22.34,Not Recommended,None,"etl, mlops"
3614,justjo149,Justin Jones,UI Engineer,8.22,0.0,56.26,22.33,Not Recommended,None,None
3615,daniro543,Danielle Rogers,UX Designer,8.21,0.0,56.3,22.33,Not Recommended,None,None
3616,briake314,Brianna Keller,Digital Marketing Specialist,10.17,0.0,48.01,22.32,Not Recommended,None,None
3617,scothi884,Scott Hill,AR/VR Developer,6.41,0.0,63.85,22.32,Not Recommended,None,None
3618,kellli356,Kelly Little,System Administrator,9.86,0.0,49.32,22.32,Not Recommended,None,None
3619,mr.mi261,Mr. Michael Rhodes,Digital Marketing Specialist,8.63,0.0,54.5,22.32,Not Recommended,None,None
3620,gabrhe709,Gabriel Henderson,AR/VR Developer,7.78,0.0,58.09,22.32,Not Recommended,None,None
3621,ronasp194,Ronald Spencer,Product Manager,6.87,0.0,61.93,22.32,Not Recommended,None,None
3622,U_113,Adam,Data Analyst,6.2,0.0,64.69,22.31,Not Recommended,None,None
3623,jasmgi252,Jasmine Gibson,Human Resources Specialist,9.31,0.0,51.62,22.31,Not Recommended,None,None
3624,markga612,Mark Garcia,Digital Marketing Specialist,10.36,0.0,47.18,22.31,Not Recommended,None,None
3625,michsm804,Michael Smith,Full Stack Developer,10.22,0.0,47.73,22.3,Not Recommended,None,None
3626,rivash0547,praneel gupta,data scientist,9.14,0.0,52.29,22.3,Not Recommended,None,None
3627,brenro414,Brenda Roman,Human Resources Specialist,9.27,0.0,51.74,22.3,Not Recommended,None,data science
3628,cathpo823,Catherine Porter,Database Administrator,9.09,0.0,52.51,22.3,Not Recommended,None,None
3629,melisa217,Melissa Sanchez,Robotics Engineer,7.06,0.0,61.04,22.3,Not Recommended,None,None
3630,philco787,Phillip Cox,AI Researcher,7.21,0.0,60.41,22.3,Not Recommended,None,None
3631,dereca220,Derek Carter,Blockchain Developer,8.74,0.0,53.97,22.3,Not Recommended,None,None
3632,dr.de804,Dr. Deborah Diaz,E-commerce Specialist,7.09,0.0,60.88,22.29,Not Recommended,None,None
3633,ericag664,Erica Aguilar,UX Designer,9.15,0.0,52.23,22.29,Not Recommended,None,None
3634,michsh122,Michael Shaw,Digital Marketing Specialist,10.45,0.0,46.75,22.29,Not Recommended,None,None
3635,calepo712,Caleb Porter,System Administrator,8.19,0.0,56.24,22.29,Not Recommended,None,None
3636,ryanre130,Ryan Reeves,Mobile App Developer,10.42,0.0,46.85,22.28,Not Recommended,None,None
3637,rivash0217,jivin kohli,data analyst,9.96,0.0,48.76,22.28,Not Recommended,None,None
3638,samaor604,Samantha Ortiz,Blockchain Developer,9.4,0.0,51.12,22.28,Not Recommended,None,data science
3639,chrimc721,Christopher Mckenzie,Digital Marketing Specialist,10.38,0.0,47.01,22.28,Not Recommended,None,None
3640,carrji313,Carrie Jimenez,Robotics Engineer,8.76,0.0,53.77,22.27,Not Recommended,None,None
3641,kimbha360,Kimberly Hall,Digital Marketing Specialist,10.24,0.0,47.57,22.27,Not Recommended,None,None
3642,jessto292,Jesse Torres,Blockchain Developer,8.81,0.0,53.59,22.27,Not Recommended,None,None
3643,taramo852,Tara Morgan,UX Designer,10.29,0.0,47.31,22.26,Not Recommended,None,None
3644,sharwa454,Sharon Wagner,Cloud Architect,6.78,0.0,62.1,22.26,Not Recommended,None,data analysis
3645,rivash0227,rijul bhardwaj,data scientist,10.5,0.0,46.44,22.26,Not Recommended,None,None
3646,debbwi568,Debbie Williams,Mobile App Developer,11.21,0.0,43.44,22.26,Not Recommended,None,None
3647,benjco151,Benjamin Collins,IT Support Specialist,10.17,0.0,47.83,22.26,Not Recommended,None,None
3648,rivash0239,trisha gulati,ui designer,11.19,0.0,43.52,22.26,Not Recommended,None,None
3649,melina566,Melissa Navarro,Blockchain Developer,8.68,0.0,54.08,22.26,Not Recommended,None,None
3650,lisawi260,Lisa Willis,Digital Marketing Specialist,8.9,0.0,53.16,22.26,Not Recommended,None,None
3651,lindga735,Lindsay Garcia,Digital Marketing Specialist,8.56,0.0,54.6,22.26,Not Recommended,None,None
3652,debrwr185,Debra Wright,Digital Marketing Specialist,8.46,0.0,55.0,22.26,Not Recommended,None,None
3653,johncr854,John Crawford,Data Architect,7.23,0.0,60.2,22.26,Not Recommended,None,None
3654,rivash0077,hiral soni,software engineer,8.95,0.0,52.93,22.25,Not Recommended,None,None
3655,kellpo230,Kelly Porter,Human Resources Specialist,10.87,0.0,44.82,22.25,Not Recommended,None,None
3656,michha412,Michael Haynes,AR/VR Developer,8.98,0.0,52.79,22.25,Not Recommended,None,None
3657,laursw930,Laurie Sweeney,AR/VR Developer,8.54,0.0,54.64,22.25,Not Recommended,None,None
3658,harima147,Sophia,Data Engineer,5.96,0.0,65.5,22.25,Not Recommended,None,None
3659,patrsp662,Patricia Spencer,Database Administrator,8.54,0.0,54.64,22.25,Not Recommended,None,data analysis
3660,danita241,Daniel Taylor,Full Stack Developer,11.02,0.0,44.16,22.24,Not Recommended,None,None
3661,howaca911,Howard Carter,AI Researcher,11.3,0.0,43.0,22.24,Not Recommended,None,None
3662,eugest844,Eugene Stewart,Robotics Engineer,8.27,0.0,55.74,22.24,Not Recommended,None,None
3663,jocesm542,Jocelyn Smith,Database Administrator,9.37,0.0,51.13,22.24,Not Recommended,None,None
3664,debobr792,Deborah Bridges,IT Support Specialist,11.18,0.0,43.45,22.23,Not Recommended,None,None
3665,bethro267,Bethany Rodriguez,Blockchain Developer,8.52,0.0,54.67,22.23,Not Recommended,None,None
3666,tammhe907,Tammy Henderson,IT Support Specialist,9.9,0.0,48.85,22.23,Not Recommended,None,None
3667,cherdi692,Cheryl Dixon,Game Developer,8.24,0.0,55.84,22.23,Not Recommended,None,None
3668,mattsh435,Matthew Short,Cybersecurity Analyst,8.54,0.0,54.54,22.22,Not Recommended,None,None
3669,julive243,Julie Vega,UX Designer,8.91,0.0,52.98,22.22,Not Recommended,None,None
3670,jesswi748,Jessica Williams,IT Support Specialist,9.2,0.0,51.75,22.22,Not Recommended,None,None
3671,harima110,Kunal,UI Designer,9.09,0.0,52.22,22.22,Not Recommended,None,None
3672,rivash0657,yash chowdhury,product manager,10.29,0.0,47.18,22.22,Not Recommended,None,None
3673,tifftu199,Tiffany Turner,Digital Marketing Specialist,9.37,0.0,51.02,22.21,Not Recommended,None,None
3674,rivash0892,ujjwal chopra,software engineer,7.86,0.0,57.38,22.21,Not Recommended,None,None
3675,krisha277,Kristin Hamilton,Digital Marketing Specialist,10.77,0.0,45.07,22.2,Not Recommended,None,machine learning
3676,harima58,Amara,UI Designer,8.13,0.0,56.2,22.2,Not Recommended,None,None
3677,michke473,Michael Kelly,Blockchain Developer,10.65,0.0,45.57,22.2,Not Recommended,None,None
3678,ashlgu338,Ashley Guerrero,IT Support Specialist,9.75,0.0,49.38,22.2,Not Recommended,None,None
3679,daryhu574,Daryl Hunter,Data Architect,8.47,0.0,54.74,22.19,Not Recommended,None,None
3680,shelca913,Shelley Campbell,Cybersecurity Analyst,11.78,0.0,40.81,22.19,Not Recommended,None,None
3681,mistde962,Misty Dean,Blockchain Developer,9.74,0.0,49.34,22.18,Not Recommended,None,data analysis
3682,jillhe909,Jillian Hernandez,Mobile App Developer,9.47,0.0,50.49,22.18,Not Recommended,None,None
3683,rivash0130,gargi gupta,data engineer,7.66,0.0,58.09,22.18,Not Recommended,None,None
3684,alejde147,Alejandra Delgado,UI Engineer,6.9,0.0,61.29,22.18,Not Recommended,None,None
3685,davijo544,David Jones,UX Designer,7.42,0.0,59.1,22.18,Not Recommended,None,None
3686,bridma591,Bridget Martin,IT Support Specialist,8.25,0.0,55.59,22.17,Not Recommended,None,None
3687,krisje806,Kristin Jennings,Robotics Engineer,7.99,0.0,56.68,22.17,Not Recommended,None,None
3688,chrico775,Christopher Copeland,Full Stack Developer,9.77,0.0,49.2,22.17,Not Recommended,None,None
3689,harima190,Kunal,Product Manager,7.39,0.0,59.19,22.17,Not Recommended,None,None
3690,petegu486,Peter Guzman,Robotics Engineer,8.76,0.0,53.44,22.17,Not Recommended,None,None
3691,derrma872,Derrick Maldonado,Software Engineer,7.1,0.0,60.39,22.16,Not Recommended,None,None
3692,kareco148,Karen Cooley,Robotics Engineer,8.42,0.0,54.84,22.16,Not Recommended,None,None
3693,daniba471,Danielle Barnes,Digital Marketing Specialist,8.51,0.0,54.47,22.16,Not Recommended,None,None
3694,joseac257,Joseph Acevedo,Robotics Engineer,9.59,0.0,49.87,22.15,Not Recommended,None,None
3695,barbma906,Barbara Martin DDS,Database Administrator,7.29,0.0,59.56,22.15,Not Recommended,None,None
3696,jamimy929,Jamie Myers,Full Stack Developer,10.36,0.0,46.6,22.14,Not Recommended,None,None
3697,jennst637,Jennifer Stewart,UI Engineer,9.5,0.0,50.23,22.14,Not Recommended,None,machine learning
3698,audrtu587,Audrey Turner,Digital Marketing Specialist,9.52,0.0,50.14,22.14,Not Recommended,None,None
3699,harima53,Rajiv,Data Scientist,7.59,0.0,58.26,22.14,Not Recommended,None,None
3700,harima169,Aarav,Software Engineer,6.45,0.0,63.06,22.14,Not Recommended,None,None
3701,sandma426,Sandy Martinez,Robotics Engineer,9.26,0.0,51.22,22.14,Not Recommended,None,None
3702,guyjo498,Guy Jones,Cybersecurity Analyst,9.34,0.0,50.89,22.14,Not Recommended,None,data analysis
3703,marire259,Mariah Reeves,Mobile App Developer,10.0,0.0,48.1,22.14,Not Recommended,None,None
3704,nichsm117,Nicholas Smith,Digital Marketing Specialist,8.9,0.0,52.75,22.14,Not Recommended,None,None
3705,nicofr728,Nicole Franklin,Blockchain Developer,8.05,0.0,56.29,22.13,Not Recommended,None,None
3706,gabrpa123,Gabriella Paul,Mobile App Developer,8.79,0.0,53.18,22.13,Not Recommended,None,None
3707,alanjo997,Alan Jordan,Mobile App Developer,9.7,0.0,49.34,22.13,Not Recommended,None,None
3708,daviso260,David Solis,Blockchain Developer,7.75,0.0,57.56,22.13,Not Recommended,None,data science
3709,migusm245,Miguel Smith,Content Writer,9.54,0.0,50.02,22.13,Not Recommended,None,None
3710,shanos966,Shannon Osborn,Data Scientist,4.53,0.0,71.09,22.13,Not Recommended,None,None
