candidate_rank,ID,Name,Role,skill_match_score,text_similarity_score,overall_match_score,selection_probability,candidate_score,recommendation,matched_skills,missing_skills
5564,rivash0194,yashika gupta,data scientist,0.0,6.6,3.96,52.06,12.19,Not Recommended,[],[]
5565,heatho779,Heather Howell,System Administrator,0.0,5.42,3.25,53.66,12.19,Not Recommended,[],[]
5566,tracle618,Tracy Leonard,IT Support Specialist,0.0,7.51,4.51,50.81,12.19,Not Recommended,[],[]
5567,rivash0553,aanya kumar,data analyst,0.0,7.22,4.33,51.23,12.19,Not Recommended,[],[]
5568,elizfi837,Elizabeth Fisher,E-commerce Specialist,0.0,10.93,6.56,46.19,12.19,Not Recommended,[],[]
5569,briahe485,Brian Hernandez,Cloud Engineer,0.0,4.96,2.98,54.26,12.19,Not Recommended,[],[]
5570,rivash0548,manasi raj,ui designer,0.0,2.92,1.75,57.01,12.19,Not Recommended,[],[]
5571,michgo589,Michael Gonzales,QA Engineer,0.0,9.15,5.49,48.58,12.19,Not Recommended,[],[]
5572,sandsh494,Sandra Shah,Blockchain Developer,0.0,8.55,5.13,49.43,12.19,Not Recommended,[],[]
5573,jameca370,James Cantu,Cloud Engineer,0.0,7.2,4.32,51.21,12.19,Not Recommended,[],['data science']
5574,willpo844,William Porter,Business Analyst,0.0,6.66,4.0,51.93,12.19,Not Recommended,[],[]
5575,megamu595,Megan Munoz,UI Engineer,0.0,3.45,2.07,56.28,12.19,Not Recommended,[],[]
5576,rivash0700,kunal choudhury,data engineer,0.0,1.14,0.68,59.44,12.19,Not Recommended,[],[]
5577,angepe648,Angela Perez,Full Stack Developer,0.0,2.45,1.47,57.65,12.19,Not Recommended,[],[]
5578,joyfi535,Joy Fields,Data Analyst,0.0,4.9,2.94,54.34,12.19,Not Recommended,[],[]
5579,crysst801,Crystal Stephens,UX Designer,0.0,7.59,4.55,50.7,12.19,Not Recommended,[],[]
5580,jasobr986,Jason Brown,Business Analyst,0.0,6.23,3.74,52.47,12.18,Not Recommended,[],[]
5581,kathcu243,Kathleen Curtis,E-commerce Specialist,0.0,5.48,3.29,53.48,12.18,Not Recommended,[],['machine learning']
5582,josewi117,Joseph Willis Jr.,Content Writer,0.0,7.93,4.76,50.21,12.18,Not Recommended,[],[]
5583,marctr891,Marc Trevino,Human Resources Specialist,0.0,6.22,3.73,52.5,12.18,Not Recommended,[],[]
5584,ryanre130,Ryan Reeves,Mobile App Developer,0.0,10.42,6.25,46.85,12.18,Not Recommended,[],[]
5585,darrri817,Darren Richard,Product Manager,0.0,6.39,3.83,52.27,12.18,Not Recommended,[],[]
5586,andrhu879,Andrew Hughes,Data Architect,0.0,9.2,5.52,48.46,12.18,Not Recommended,[],[]
5587,timowi137,Timothy Wiley,Business Analyst,0.0,5.84,3.5,53.01,12.18,Not Recommended,[],[]
5588,carldo396,Carlos Douglas,Data Architect,0.0,6.33,3.8,52.37,12.18,Not Recommended,[],[]
5589,denire135,Denise Reynolds,E-commerce Specialist,0.0,4.67,2.8,54.61,12.18,Not Recommended,[],[]
5590,harima96,Ananya,Product Manager,0.0,2.95,1.77,56.9,12.18,Not Recommended,[],[]
5591,veroro179,Veronica Rodriguez,E-commerce Specialist,0.0,5.91,3.55,52.89,12.18,Not Recommended,[],[]
5592,jereho635,Jeremy Hopkins,Full Stack Developer,0.0,11.39,6.83,45.54,12.18,Not Recommended,[],[]
5593,harima82,Lucas,Data Scientist,0.0,4.19,2.51,55.23,12.18,Not Recommended,[],[]
5594,stepgo712,Stephen Gonzales,Data Engineer,0.0,4.56,2.74,54.76,12.18,Not Recommended,[],[]
5595,durgba060,Adrienne Barnett,Data Engineer,0.0,13.67,8.2,42.47,12.18,Not Recommended,[],['etl']
5596,donnha115,Donna Hall,Business Analyst,0.0,7.85,4.71,50.31,12.18,Not Recommended,[],[]
5597,tyleca205,Tyler Campbell,E-commerce Specialist,0.0,6.13,3.68,52.61,12.18,Not Recommended,[],[]
5598,laurmi217,Laura Miller,Content Writer,0.0,7.66,4.6,50.56,12.18,Not Recommended,[],[]
5599,mrs.cy198,Mrs. Cynthia Cook,E-commerce Specialist,0.0,4.6,2.76,54.67,12.18,Not Recommended,[],[]
5600,meagba342,Meagan Barnett,QA Engineer,0.0,5.8,3.48,53.06,12.18,Not Recommended,[],[]
5601,thommo239,thomas moore,software engineer,0.0,12.43,7.46,44.1,12.18,Not Recommended,[],[]
5602,terebr383,Teresa Brady,System Administrator,0.0,7.44,4.46,50.84,12.18,Not Recommended,[],[]
5603,gregru596,Gregory Russell,E-commerce Specialist,0.0,6.38,3.83,52.3,12.18,Not Recommended,[],[]
5604,jakemo841,Jake Moreno,System Administrator,0.0,9.33,5.6,48.28,12.18,Not Recommended,[],['data science']
5605,KotaSai5,Vaishnav Patel,Software Developer,0.0,2.82,1.69,57.04,12.17,Not Recommended,[],[]
5606,erikol205,Erik Olson,Blockchain Developer,0.0,7.7,4.62,50.44,12.17,Not Recommended,[],[]
5607,tammca876,Tammy Castaneda,IT Support Specialist,0.0,8.26,4.96,49.67,12.17,Not Recommended,[],[]
5608,danidu177,Daniel Duran,UI Engineer,0.0,5.94,3.56,52.85,12.17,Not Recommended,[],[]
5609,jayyo679,Jay Young,UX Designer,0.0,16.21,9.73,38.96,12.17,Not Recommended,[],[]
5610,rivash0093,saanjh joshi,ui designer,0.0,2.51,1.51,57.45,12.17,Not Recommended,[],[]
5611,seanra445,Sean Ramirez,Cybersecurity Analyst,0.0,2.4,1.44,57.59,12.17,Not Recommended,[],[]
5612,rachbr944,Rachael Brooks,Database Administrator,0.0,8.18,4.91,49.82,12.17,Not Recommended,[],[]
5613,johnsh726,Johnny Shah,Cybersecurity Analyst,0.0,5.28,3.17,53.74,12.17,Not Recommended,[],[]
5614,albeca366,Albert Carlson,DevOps Engineer,0.0,5.91,3.55,52.88,12.17,Not Recommended,[],[]
5615,katewe791,Katelyn Weaver,Software Engineer,0.0,4.19,2.51,55.21,12.17,Not Recommended,[],[]
5616,danifl652,Daniel Floyd,E-commerce Specialist,0.0,4.59,2.75,54.65,12.17,Not Recommended,[],[]
5617,michsh122,Michael Shaw,Digital Marketing Specialist,0.0,10.45,6.27,46.75,12.17,Not Recommended,[],[]
5618,kareun913,Karen Underwood,Blockchain Developer,0.0,7.4,4.44,50.86,12.17,Not Recommended,[],[]
5619,dr.mi375,Dr. Michael Alvarez,Cloud Architect,0.0,5.8,3.48,53.03,12.17,Not Recommended,[],[]
5620,kimbwi387,Kimberly Williams,Content Writer,0.0,9.28,5.57,48.3,12.17,Not Recommended,[],[]
5621,willjo957,William Jones,Cloud Engineer,0.0,5.82,3.49,52.98,12.17,Not Recommended,[],['data science']
5622,harima137,Rajiv,Product Manager,0.0,6.66,4.0,51.86,12.17,Not Recommended,[],[]
5623,jacolu412,Jacob Lutz,UX Designer,0.0,7.92,4.75,50.18,12.17,Not Recommended,[],[]
5624,josema342,Joseph Martinez,Business Analyst,0.0,9.86,5.92,47.54,12.17,Not Recommended,[],[]
5625,nancbe582,Nancy Bean,AI Researcher,0.0,8.27,4.96,49.68,12.17,Not Recommended,[],['data analysis']
5626,courma754,Courtney Marquez,Cloud Engineer,0.0,6.03,3.62,52.69,12.17,Not Recommended,[],[]
5627,mr.je255,Mr. Jeremiah Guerra,Mobile App Developer,0.0,12.03,7.22,44.55,12.16,Not Recommended,[],['data analysis']
5628,collmo820,Colleen Moreno,Cybersecurity Analyst,0.0,7.33,4.4,50.91,12.16,Not Recommended,[],[]
5629,clayma237,Clayton Martinez,UI Engineer,0.0,5.95,3.57,52.79,12.16,Not Recommended,[],[]
5630,juliwa263,Julie Wagner,Cloud Engineer,0.0,5.06,3.04,53.96,12.16,Not Recommended,[],[]
5631,tamajo647,Tamara Johns,Business Analyst,0.0,6.26,3.76,52.33,12.16,Not Recommended,[],[]
5632,seanmo923,Sean Moon,Data Scientist,0.0,4.39,2.63,54.88,12.16,Not Recommended,[],[]
5633,mr.ch900,Mr. Christopher Singh,Data Architect,0.0,9.14,5.48,48.47,12.16,Not Recommended,[],[]
5634,michfa756,Michael Farley,Business Analyst,0.0,5.93,3.56,52.78,12.16,Not Recommended,[],[]
5635,krismi928,Kristina Miller,Data Analyst,0.0,4.65,2.79,54.53,12.16,Not Recommended,[],[]
5636,taylwh354,Taylor White,Blockchain Developer,0.0,9.16,5.5,48.44,12.16,Not Recommended,[],[]
5637,carlpe190,Carl Pena,AI Researcher,0.0,7.96,4.78,50.05,12.16,Not Recommended,[],[]
5638,michho863,Michelle Howard,Data Scientist,0.0,5.33,3.2,53.58,12.16,Not Recommended,[],[]
5639,yvonbu771,Yvonne Butler,Data Analyst,0.0,5.24,3.14,53.75,12.16,Not Recommended,[],[]
5640,shelga356,Shelly Garcia,Data Engineer,0.0,4.39,2.63,54.89,12.16,Not Recommended,[],[]
5641,rickmi930,Ricky Miller,Product Manager,0.0,5.64,3.38,53.21,12.16,Not Recommended,[],['machine learning']
5642,keviro435,Kevin Rodriguez,Content Writer,0.0,7.78,4.67,50.3,12.16,Not Recommended,[],[]
5643,thomle943,Thomas Lewis,Business Analyst,0.0,5.0,3.0,54.07,12.16,Not Recommended,[],[]
5644,harima179,Ishan,Product Manager,0.0,5.8,3.48,52.95,12.16,Not Recommended,[],[]
5645,charmc389,Charles Mcdonald,Database Administrator,0.0,8.76,5.26,48.97,12.16,Not Recommended,[],[]
5646,branmc948,Brandon Mcintosh,Blockchain Developer,0.0,7.38,4.43,50.83,12.16,Not Recommended,[],[]
5647,lawred473,Lawrence Edwards,AI Researcher,0.0,7.39,4.43,50.81,12.16,Not Recommended,[],[]
5648,ianmi507,Ian Mitchell,Cloud Engineer,0.0,5.32,3.19,53.6,12.16,Not Recommended,[],[]
5649,donacr983,Donald Craig,Data Engineer,0.0,4.26,2.56,55.03,12.16,Not Recommended,[],[]
5650,paulva510,Paula Valdez,Mobile App Developer,0.0,9.28,5.57,48.2,12.15,Not Recommended,[],[]
5651,ryanjo118,Ryan Johnson,Cloud Architect,0.0,6.55,3.93,51.93,12.15,Not Recommended,[],[]
5652,shanto819,Shannon Torres,Mobile App Developer,0.0,10.16,6.1,47.04,12.15,Not Recommended,[],[]
5653,jenngo313,Jennifer Gordon,UI Engineer,0.0,8.39,5.03,49.41,12.15,Not Recommended,[],['machine learning']
5654,jennca792,Jennifer Castillo,Data Architect,0.0,2.64,1.58,57.17,12.15,Not Recommended,[],[]
5655,michpe406,Michael Perez,Business Analyst,0.0,10.9,6.54,46.02,12.15,Not Recommended,[],[]
5656,felihu301,Felicia Hughes,Mobile App Developer,0.0,3.26,1.96,56.36,12.15,Not Recommended,[],[]
5657,marcde206,Marco Delgado,Cloud Engineer,0.0,7.1,4.26,51.18,12.15,Not Recommended,[],[]
5658,petemi454,Peter Miller,Data Engineer,0.0,5.65,3.39,53.11,12.15,Not Recommended,[],[]
5659,durgba166,Barbara Curry,UI Engineer,0.0,11.8,7.08,44.81,12.15,Not Recommended,[],[]
5660,joelma343,Joel Martinez,UX Designer,0.0,8.46,5.08,49.34,12.15,Not Recommended,[],['data science']
5661,petemo292,Peter Moreno,Content Writer,0.0,7.62,4.57,50.47,12.15,Not Recommended,[],[]
5662,danijo766,Danielle Jones,Cloud Engineer,0.0,4.8,2.88,54.26,12.15,Not Recommended,[],[]
5663,erikri567,erik richardson,product manager,0.0,13.83,8.3,42.07,12.15,Not Recommended,[],[]
5664,branbl439,Brandy Blanchard,QA Engineer,0.0,5.73,3.44,53.03,12.15,Not Recommended,[],[]
5665,rivash0140,saanvi kohli,data analyst,0.0,0.75,0.45,59.74,12.15,Not Recommended,[],[]
5666,rivash0831,eshani kaur,data analyst,0.0,2.61,1.57,57.23,12.15,Not Recommended,[],[]
5667,barbco736,Barbara Cox,Data Architect,0.0,7.07,4.24,51.23,12.15,Not Recommended,[],[]
5668,jennsi989,Jennifer Sims,Database Administrator,0.0,7.42,4.45,50.72,12.15,Not Recommended,[],[]
5669,jennmo570,Jennifer Morgan,E-commerce Specialist,0.0,6.07,3.64,52.57,12.15,Not Recommended,[],[]
5670,rivash0212,iksha bhardwaj,ui designer,0.0,3.56,2.14,55.92,12.15,Not Recommended,[],[]
5671,michmc515,Michele Mcbride,Data Architect,0.0,6.29,3.77,52.26,12.15,Not Recommended,[],[]
5672,branac209,brandi acosta,product manager,0.0,15.9,9.54,39.23,12.14,Not Recommended,[],[]
5673,rivash0872,kanha ruparel,product manager,0.0,10.73,6.44,46.22,12.14,Not Recommended,[],[]
5674,mariel932,Maria Ellis,Blockchain Developer,0.0,7.92,4.75,50.02,12.14,Not Recommended,[],[]
5675,juangu598,Juan Gutierrez,AI Researcher,0.0,6.71,4.03,51.63,12.14,Not Recommended,[],[]
5676,KotaSai59,Gina Gupta,Project Manager,0.0,10.05,6.03,47.15,12.14,Not Recommended,[],[]
5677,rivash0837,parinita singh,software engineer,0.0,9.61,5.77,47.73,12.14,Not Recommended,[],[]
5678,ashlel802,Ashley Ellison,System Administrator,0.0,6.9,4.14,51.41,12.14,Not Recommended,[],[]
5679,jonaha754,Jonathan Harris,Content Writer,0.0,8.56,5.14,49.13,12.14,Not Recommended,[],['data analysis']
5680,mr.ch990,Mr. Christopher Williams MD,UX Designer,0.0,8.49,5.09,49.23,12.14,Not Recommended,[],[]
5681,edwabu555,Edward Burns,Cloud Architect,0.0,9.03,5.42,48.51,12.14,Not Recommended,[],['data analysis']
5682,U_37,Charlie,Software Engineer,0.0,6.78,4.07,51.53,12.14,Not Recommended,[],[]
5683,katrri806,Katrina Rivera,Data Analyst,0.0,4.4,2.64,54.75,12.14,Not Recommended,[],[]
5684,jamere531,james reed,ui engineer,0.0,18.37,11.02,35.93,12.14,Not Recommended,[],[]
5685,rivash0035,iksha verma,data analyst,0.0,4.99,2.99,53.98,12.14,Not Recommended,[],[]
5686,jessal443,Jesse Allen,E-commerce Specialist,0.0,5.2,3.12,53.7,12.14,Not Recommended,[],['data science']
5687,paulro373,Paul Rodriguez,Blockchain Developer,0.0,11.78,7.07,44.81,12.14,Not Recommended,[],['data analysis']
5688,elizho988,Elizabeth Hoffman,E-commerce Specialist,0.0,5.17,3.1,53.7,12.14,Not Recommended,[],[]
5689,jessth627,Jesse Thompson,E-commerce Specialist,0.0,4.8,2.88,54.24,12.14,Not Recommended,[],[]
5690,johnre243,John Reynolds,Business Analyst,0.0,8.62,5.17,49.09,12.14,Not Recommended,[],[]
5691,mattwi760,Matthew Williams,Data Architect,0.0,8.26,4.96,49.53,12.14,Not Recommended,[],[]
5692,jarefi441,Jared Fitzpatrick,Data Engineer,0.0,4.48,2.69,54.67,12.14,Not Recommended,[],[]
5693,robeki784,Robert Kirk,Full Stack Developer,0.0,2.37,1.42,57.51,12.14,Not Recommended,[],[]
5694,natare574,Natasha Reeves,Blockchain Developer,0.0,9.04,5.42,48.46,12.13,Not Recommended,[],[]
5695,mariph525,Maria Phillips,Mobile App Developer,0.0,6.9,4.14,51.34,12.13,Not Recommended,[],[]
5696,saraev932,Sarah Evans,Robotics Engineer,0.0,6.83,4.1,51.41,12.13,Not Recommended,[],['data science']
5697,harima48,Lucas,Data Scientist,0.0,7.7,4.62,50.24,12.13,Not Recommended,[],[]
5698,destal647,Destiny Allen,QA Engineer,0.0,6.07,3.64,52.44,12.13,Not Recommended,[],[]
5699,stacca773,Stacy Cain,IT Support Specialist,0.0,6.31,3.79,52.14,12.13,Not Recommended,[],[]
5700,terrgo902,Terry Gonzalez,Robotics Engineer,0.0,7.62,4.57,50.38,12.13,Not Recommended,[],[]
5701,elizhe395,Elizabeth Hernandez,System Administrator,0.0,5.84,3.5,52.78,12.13,Not Recommended,[],[]
5702,stevme116,Steven Medina,Digital Marketing Specialist,0.0,2.07,1.24,57.84,12.13,Not Recommended,[],[]
5703,stacco941,Stacy Combs,Database Administrator,0.0,6.92,4.15,51.29,12.13,Not Recommended,[],[]
5704,durgba032,Angela Rodriguez,UI Engineer,0.0,17.88,10.73,36.5,12.13,Not Recommended,[],[]
5705,johnon132,John Oneill,Robotics Engineer,0.0,6.31,3.79,52.1,12.13,Not Recommended,[],[]
5706,manubr723,Manuel Brown,Product Manager,0.0,6.09,3.65,52.46,12.13,Not Recommended,[],[]
5707,kellth871,Kelly Thompson,IT Support Specialist,0.0,6.05,3.63,52.49,12.13,Not Recommended,[],[]
5708,uppaup273,Bob Williams,Product Manager,0.0,19.31,11.59,34.59,12.13,Not Recommended,[],"['data analysis', 'tableau']"
5709,paulco706,Paul Collins,Blockchain Developer,0.0,8.08,4.85,49.74,12.13,Not Recommended,[],[]
5710,rebewa934,Rebecca Walker,Cloud Architect,0.0,5.41,3.25,53.32,12.13,Not Recommended,[],[]
5711,kareal174,Karen Alvarez,UI Engineer,0.0,5.7,3.42,52.96,12.13,Not Recommended,[],[]
5712,benjow834,Benjamin Owens,AI Researcher,0.0,2.08,1.25,57.85,12.13,Not Recommended,[],[]
5713,jereke788,Jeremy Kennedy,Digital Marketing Specialist,0.0,1.95,1.17,58.03,12.13,Not Recommended,[],[]
5714,gregri631,Gregory Rivera,Robotics Engineer,0.0,7.46,4.48,50.59,12.13,Not Recommended,[],[]
5715,nicore214,Nicole Reynolds,UI Engineer,0.0,4.87,2.92,54.08,12.13,Not Recommended,[],[]
5716,garyol924,Gary Olson,Mobile App Developer,0.0,8.47,5.08,49.24,12.13,Not Recommended,[],[]
5717,dawntu979,Dawn Tucker,Data Scientist,0.0,5.0,3.0,53.9,12.13,Not Recommended,[],[]
5718,aprili850,April Liu,Cloud Engineer,0.0,6.15,3.69,52.37,12.13,Not Recommended,[],[]
5719,rivash0840,ranjita bhatt,data analyst,0.0,2.77,1.66,56.91,12.13,Not Recommended,[],[]
5720,amyri864,Amy Richard,Data Architect,0.0,6.63,3.98,51.68,12.13,Not Recommended,[],[]
5721,jamimy929,Jamie Myers,Full Stack Developer,0.0,10.36,6.22,46.6,12.12,Not Recommended,[],[]
5722,miches505,Michael Esparza,Database Administrator,0.0,6.68,4.01,51.59,12.12,Not Recommended,[],[]
5723,markco807,Mark Copeland,Data Engineer,0.0,4.03,2.42,55.16,12.12,Not Recommended,[],[]
5724,jackel124,Jackie Elliott,Content Writer,0.0,7.23,4.34,50.81,12.12,Not Recommended,[],['data analysis']
5725,sarath282,Sarah Thompson,IT Support Specialist,0.0,8.54,5.12,49.09,12.12,Not Recommended,[],[]
5726,shawma238,Shawn Martinez,System Administrator,0.0,9.75,5.85,47.46,12.12,Not Recommended,[],[]
5727,angeca864,Angela Calderon,Data Architect,0.0,9.44,5.66,47.88,12.12,Not Recommended,[],[]
5728,michde512,Michelle Delgado,UI Engineer,0.0,3.4,2.04,56.02,12.12,Not Recommended,[],[]
5729,pamesm586,Pamela Smith,UI Engineer,0.0,5.76,3.46,52.81,12.12,Not Recommended,[],['data science']
5730,harima121,Oliver,Data Scientist,0.0,7.9,4.74,49.94,12.12,Not Recommended,[],[]
5731,rivash0407,forum chawla,software engineer,0.0,2.87,1.72,56.72,12.12,Not Recommended,[],[]
5732,rivash0621,zev khandelwal,ui designer,0.0,5.38,3.23,53.34,12.12,Not Recommended,[],[]
5733,rivash0442,kanha bhatt,data analyst,0.0,6.48,3.89,51.83,12.12,Not Recommended,[],[]
5734,emilno870,Emily Novak,UI Engineer,0.0,5.02,3.01,53.84,12.12,Not Recommended,[],[]
5735,marigo486,Maria Gonzalez,QA Engineer,0.0,3.37,2.02,56.07,12.12,Not Recommended,[],['data analysis']
5736,branpo988,Brandon Porter,Human Resources Specialist,0.0,8.75,5.25,48.8,12.12,Not Recommended,[],[]
5737,rivash0243,yash verma,data analyst,0.0,11.03,6.62,45.73,12.12,Not Recommended,[],[]
5738,nancba709,Nancy Baker,System Administrator,0.0,5.83,3.5,52.74,12.12,Not Recommended,[],[]
5739,phylro726,Phyllis Ross,Business Analyst,0.0,6.15,3.69,52.3,12.12,Not Recommended,[],[]
5740,gregth746,Gregory Thornton,Machine Learning Engineer,0.0,2.61,1.57,57.07,12.12,Not Recommended,[],[]
5741,jamera316,James Ramos,Content Writer,0.0,6.69,4.01,51.56,12.12,Not Recommended,[],['machine learning']
5742,rivash0227,rijul bhardwaj,data scientist,0.0,10.5,6.3,46.44,12.12,Not Recommended,[],[]
5743,jonafe221,Jonathan Ferguson,UI Engineer,0.0,6.48,3.89,51.87,12.12,Not Recommended,[],[]
5744,rebeha419,Rebecca Hart,IT Support Specialist,0.0,7.7,4.62,50.18,12.12,Not Recommended,[],[]
5745,chadmu347,Chad Murphy,DevOps Engineer,0.0,1.02,0.61,59.19,12.11,Not Recommended,[],[]
5746,U_167,Benjamin,Data Engineer,0.0,4.28,2.57,54.75,12.11,Not Recommended,[],[]
5747,victro438,victoria robbins,product manager,0.0,15.46,9.28,39.68,12.11,Not Recommended,[],[]
5748,rivash0852,ritul singh,ui designer,0.0,2.56,1.54,57.09,12.11,Not Recommended,[],[]
5749,tylebe211,Tyler Bennett,Digital Marketing Specialist,0.0,10.35,6.21,46.56,12.11,Not Recommended,[],[]
5750,bryaun410,Bryan Underwood MD,System Administrator,0.0,6.94,4.16,51.21,12.11,Not Recommended,[],[]
5751,jennra357,Jennifer Ramirez,UX Designer,0.0,7.29,4.37,50.72,12.11,Not Recommended,[],[]
5752,rubela766,Ruben Lawrence,Database Administrator,0.0,7.59,4.55,50.32,12.11,Not Recommended,[],[]
5753,janegr694,Janet Green,Data Scientist,0.0,4.97,2.98,53.84,12.11,Not Recommended,[],[]
5754,johnri935,John Rice,Content Writer,0.0,7.03,4.22,51.07,12.11,Not Recommended,[],['data science']
5755,amanmu400,Amanda Murphy,Cloud Engineer,0.0,5.06,3.04,53.69,12.11,Not Recommended,[],['data analysis']
5756,durgba182,Jacqueline Baker,UI Engineer,0.0,16.99,10.19,37.64,12.11,Not Recommended,[],[]
5757,amyst364,Amy Stevens,Cybersecurity Analyst,0.0,5.23,3.14,53.5,12.11,Not Recommended,[],['data science']
5758,elizmo218,Elizabeth Morris,Human Resources Specialist,0.0,10.78,6.47,45.97,12.11,Not Recommended,[],[]
5759,chersc409,Cheryl Scott,DevOps Engineer,0.0,2.09,1.25,57.74,12.11,Not Recommended,[],[]
5760,saramo315,Sarah Moore,IT Support Specialist,0.0,8.83,5.3,48.64,12.11,Not Recommended,[],[]
5761,laurle379,Lauren Lewis,Data Engineer,0.0,4.35,2.61,54.66,12.11,Not Recommended,[],['data science']
5762,timoma504,Timothy Mayer,IT Support Specialist,0.0,13.3,7.98,42.59,12.11,Not Recommended,[],[]
5763,amywo379,Amy Wood,DevOps Engineer,0.0,7.73,4.64,50.09,12.11,Not Recommended,[],[]
5764,chriba766,Christopher Baird DDS,DevOps Engineer,0.0,6.01,3.61,52.42,12.11,Not Recommended,[],['data science']
5765,tonyhu860,Tonya Hunter,QA Engineer,0.0,7.39,4.43,50.57,12.11,Not Recommended,[],[]
5766,alliev619,Allison Everett,Digital Marketing Specialist,0.0,7.15,4.29,50.85,12.1,Not Recommended,[],[]
5767,debrho486,Debra Howard,UX Designer,0.0,7.99,4.79,49.71,12.1,Not Recommended,[],[]
5768,petevi319,Peter Villa,Cybersecurity Analyst,0.0,6.34,3.8,51.96,12.1,Not Recommended,[],[]
5769,rivash0630,yagna bhardwaj,data analyst,0.0,1.27,0.76,58.8,12.1,Not Recommended,[],[]
5770,josewi343,Joseph Williams,Content Writer,0.0,6.85,4.11,51.25,12.1,Not Recommended,[],['data science']
5771,jamewa570,James Wall,Data Scientist,0.0,5.0,3.0,53.73,12.1,Not Recommended,[],[]
5772,kaitra692,Kaitlin Ramirez,Cloud Engineer,0.0,2.06,1.24,57.7,12.1,Not Recommended,[],[]
5773,marism996,Mariah Smith,QA Engineer,0.0,1.69,1.01,58.22,12.1,Not Recommended,[],[]
5774,laurle380,Lauren Lewis,Software Engineer,0.0,4.04,2.42,55.03,12.1,Not Recommended,[],[]
5775,harima191,Meera,Data Scientist,0.0,7.15,4.29,50.83,12.1,Not Recommended,[],[]
5776,rodnyu525,Rodney Yu,Cloud Architect,0.0,2.31,1.39,57.37,12.1,Not Recommended,[],[]
5777,samata406,Samantha Taylor,Full Stack Developer,0.0,12.44,7.46,43.74,12.1,Not Recommended,[],[]
5778,halere136,Haley Reeves,Cybersecurity Analyst,0.0,7.95,4.77,49.79,12.1,Not Recommended,[],[]
5779,julico968,Julie Conley,Database Administrator,0.0,6.92,4.15,51.18,12.1,Not Recommended,[],[]
5780,sheith611,sheila thompson,data engineer,0.0,12.46,7.48,43.69,12.1,Not Recommended,[],"['etl', 'mlops']"
5781,jennwi547,Jennifer Williams,Mobile App Developer,0.0,11.72,7.03,44.69,12.1,Not Recommended,[],[]
5782,edwada319,Edward Dawson,Business Analyst,0.0,7.34,4.4,50.58,12.1,Not Recommended,[],['data science']
5783,rivash0596,dhanvi raghav,data analyst,0.0,3.81,2.29,55.33,12.1,Not Recommended,[],[]
5784,lisago510,Lisa Gonzalez,Product Manager,0.0,5.91,3.55,52.5,12.1,Not Recommended,[],[]
5785,harima35,Maya,UI Designer,0.0,9.56,5.74,47.59,12.1,Not Recommended,[],[]
5786,billva495,Billy Valencia,Data Architect,0.0,1.67,1.0,58.24,12.1,Not Recommended,[],[]
5787,logama955,Logan Marquez,Full Stack Developer,0.0,11.88,7.13,44.48,12.1,Not Recommended,[],[]
5788,kimbgu941,Kimberly Gutierrez,Business Analyst,0.0,6.07,3.64,52.25,12.09,Not Recommended,[],[]
5789,michhe465,Michelle Henry,Database Administrator,0.0,7.26,4.36,50.62,12.09,Not Recommended,[],[]
5790,krisbr280,Kristen Brown,UX Designer,0.0,8.07,4.84,49.57,12.09,Not Recommended,[],[]
5791,laurba968,Laura Baker,Data Engineer,0.0,4.55,2.73,54.33,12.09,Not Recommended,[],[]
5792,nichba588,Nicholas Bailey,Digital Marketing Specialist,0.0,10.02,6.01,46.93,12.09,Not Recommended,[],[]
5793,crysro300,Crystal Roberts,System Administrator,0.0,8.87,5.32,48.47,12.09,Not Recommended,[],[]
5794,jasmto178,Jasmine Torres,Product Manager,0.0,6.58,3.95,51.54,12.09,Not Recommended,[],[]
5795,jerewh854,Jeremy Whitehead,Full Stack Developer,0.0,9.85,5.91,47.16,12.09,Not Recommended,[],[]
5796,chrime400,Christopher Medina,Data Analyst,0.0,5.89,3.53,52.49,12.09,Not Recommended,[],[]
5797,dillda737,Dillon Daniels,IT Support Specialist,0.0,2.32,1.39,57.3,12.09,Not Recommended,[],[]
5798,lancal656,Lance Alexander,Data Engineer,0.0,3.47,2.08,55.79,12.09,Not Recommended,[],[]
5799,andrph570,Andrew Phillips,Product Manager,0.0,4.06,2.44,54.94,12.09,Not Recommended,[],[]
5800,annwo170,ann woodard,product manager,0.0,18.57,11.14,35.38,12.09,Not Recommended,[],[]
5801,tracre312,Tracey Reid,DevOps Engineer,0.0,7.75,4.65,50.01,12.09,Not Recommended,[],[]
5802,tyrofo932,Tyrone Forbes,Content Writer,0.0,1.75,1.05,58.07,12.09,Not Recommended,[],[]
5803,kriswe758,Kristen Webb,Database Administrator,0.0,6.78,4.07,51.27,12.09,Not Recommended,[],[]
5804,tiffgr941,Tiffany Grant,Product Manager,0.0,7.14,4.28,50.83,12.09,Not Recommended,[],[]
5805,rosemo785,Rose Morris,Software Engineer,0.0,3.86,2.32,55.25,12.09,Not Recommended,[],[]
5806,casssa508,Cassie Sanders,AR/VR Developer,0.0,16.05,9.63,38.8,12.09,Not Recommended,[],[]
5807,chrima228,Christy Martinez,System Administrator,0.0,6.53,3.92,51.63,12.09,Not Recommended,[],[]
5808,benjme276,Benjamin Melendez,IT Support Specialist,0.0,6.42,3.85,51.79,12.09,Not Recommended,[],[]
5809,rivash0718,daiwik yadav,software engineer,0.0,5.07,3.04,53.59,12.09,Not Recommended,[],[]
